Year,Rank,Artist,Song,Song_genre,Genre,relevant_genres,primary_genre
2005,24,The Game,Hate It or Love It,Hate It or Love It,"['rap', 'Hip-Hop', 'the game', 'Gangsta Rap', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2005,25,Lil Jon and The East Side Boyz,Lovers and Friends,Lovers and Friends,"['rap', 'Crunk', 'Hip-Hop', 'hip hop', 'Gangsta Rap']","['rap', 'Hip-Hop', 'hip hop']",rap
2005,26,Destiny’s Child,Soldier,Soldier,"['rnb', 'pop', 'female vocalists', 'hip hop', 'dance']","['rnb', 'pop', 'hip hop']",r&b
2005,27,Kelly Clarkson,Breakaway,Breakaway,"['pop', 'Kelly Clarkson', 'female vocalists', 'pop rock', 'rock']","['pop', 'rock']",pop
2005,28,Will Smith,Switch,Switch,"['Hip-Hop', 'rap', 'dance', 'hip hop', 'pop']","['Hip-Hop', 'rap', 'hip hop', 'pop']",hip hop
2005,29,Bow Wow,Let Me HOld You,Let Me HOld You,"['Hip-Hop', 'rap', '2000s', 'bow wow', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2005,30,Bow Wow,Like You,Like You,"['bow wow', 'Hip-Hop', 'Like You', 'Love', 'rnb']","['Hip-Hop', 'rnb']",hip hop
2005,31,Gwen Stefani,Rich Girl,Rich Girl,"['pop', 'dance', 'gwen stefani', 'female vocalists', 'Hip-Hop']","['pop', 'Hip-Hop']",pop
2005,32,The Black Eyed Peas,My Humps,My Humps,"['Hip-Hop', 'pop', 'dance', 'black eyed peas', 'hip hop']","['Hip-Hop', 'pop', 'hip hop']",hip hop
2005,33,Frankie J,Obsession (No Es Amor),Obsession (No Es Amor),"['rnb', 'Hip-Hop', '00s', 'Obsession', 'latin pop']","['rnb', 'Hip-Hop']",r&b
2005,34,Usher,Caught Up,Caught Up,"['rnb', 'Usher', 'Hip-Hop', 'pop', 'dance']","['rnb', 'Hip-Hop', 'pop']",r&b
2005,36,Papa Roach,Scars,Scars,"['rock', 'alternative', 'alternative rock', 'Papa Roach', 'Nu Metal']",['rock'],rock
2005,37,Gorillaz,Feel Good Inc,Feel Good Inc,"['alternative', 'electronic', 'Hip-Hop', 'rock', 'gorillaz']","['Hip-Hop', 'rock']",hip hop
2005,38,3 Doors Down,Let Me Go,Let Me Go,"['rock', 'alternative rock', 'alternative', '3 Doors Down', 'hard rock']",['rock'],rock
2005,39,Green Day,Holiday,Holiday,"['punk rock', 'rock', 'punk', 'green day', 'alternative']",['rock'],rock
2005,40,Fall Out Boy,"Sugar, we’re Goin’ Down","Sugar, were Goin Down","['rock', 'pop', '8 of 10 stars']","['rock', 'pop']",rock
2005,41,Pretty Ricky,Grind With Me,Grind With Me,"['rnb', 'r and b', 'sexy', 'Pretty Ricky- Grind with me', 'hip hop']","['rnb', 'hip hop']",r&b
2005,42,Chris Brown,Run It!,Run It!,"['rnb', 'Chris Brown', 'hip hop', 'dance', 'soul']","['rnb', 'hip hop', 'soul']",r&b
2005,43,Nickelback,Photograph,Photograph,"['rock', 'alternative rock', 'nickelback', 'alternative', 'hard rock']",['rock'],rock
2005,44,Akon,Lonely,Lonely,"['Akon', 'Hip-Hop', 'rnb', 'hip hop', 'rap']","['Hip-Hop', 'rnb', 'hip hop', 'rap']",hip hop
2005,45,Howie Day,Collide,Collide,"['acoustic', 'singer-songwriter', 'pop', 'Howie Day', 'Collide']",['pop'],pop
2005,46,Green Day,Wake Me up When September Ends,Wake Me up When September Ends,"['rock', 'punk rock', 'green day', 'alternative', 'punk']",['rock'],rock
2005,47,Bobby Valentino,Slow Down,Slow Down,"['rnb', 'bobby valentino', 'r&b', 'slow jams', 'soul']","['rnb', 'r&b', 'soul']",r&b
2005,48,Nelly,Over and Over,Over and Over,"['Hip-Hop', 'rap', 'rnb', 'country', 'hip hop']","['Hip-Hop', 'rap', 'rnb', 'country', 'hip hop']",hip hop
2005,49,Trillville,Some Cut,Some Cut,"['Trillville', 'Dirty South', 'rap', 'Hip-Hop', 'Crunk']","['rap', 'Hip-Hop']",rap
2005,50,Fat Joe,Get it Poppin’,Get it Poppin,"['Hip-Hop', 'hip hop', 'rap', '2000s', 'West Coast swing']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2005,51,David Banner,Play,Play,"['rap', 'Hip-Hop', 'Dirty South', 'hip hop', 'southern rap']","['rap', 'Hip-Hop', 'hip hop']",rap
2005,52,Young Jeezy,Soul Survivor,Soul Survivor,"['rap', 'Hip-Hop', 'hip hop', 'Gangsta Rap', 'soul survivor']","['rap', 'Hip-Hop', 'hip hop']",rap
2005,53,Ludacris,Pimpin’ All Over the World,Pimpin All Over the World,"['hip hop', 'Dirty South', 'rhythm and blues', 'ATL']",['hip hop'],hip hop
2005,54,Usher And Alicia Keys,My Boo,My Boo,"['rnb', 'Usher', 'my boo', 'soul', 'Alicia Keys']","['rnb', 'soul']",r&b
2005,55,Trick Daddy,Sugar (Gimme Some),Sugar (Gimme Some),"['Hip-Hop', 'hip hop', 'rap', 'Dirty South', 'sugar']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2005,56,Alicia Keys,Karma,Karma,"['rnb', 'soul', 'Alicia Keys', 'female vocalists', 'Karma']","['rnb', 'soul']",r&b
2005,57,Coldplay,Speed of Sound,Speed of Sound,"['rock', 'alternative', 'Coldplay', 'britpop', 'alternative rock']",['rock'],rock
2005,58,Gavin DeGraw,I Don’t Want to Be,I Dont Want to Be,"['rock', 'Gavin DeGraw', 'pop', 'One Tree Hill', 'singer-songwriter']","['rock', 'pop']",rock
2005,59,Eminem,Mockingbird,Mockingbird,"['rap', 'Eminem', 'Hip-Hop', 'hip hop', 'mockingbird']","['rap', 'Hip-Hop', 'hip hop']",rap
2005,60,Shakira,La Tortura,La Tortura,"['latin', 'pop', 'Shakira', 'dance', 'sexy']","['latin', 'pop']",latin
2005,61,Maroon5,She Will be Loved,She Will be Loved,"['pop', 'maroon 5', 'rock', 'alternative', 'pop rock']","['pop', 'rock']",pop
2005,62,Baby Bash,Baby I’m Back,Baby Im Back,"['Hip-Hop', 'mixtape', '2000s', 'rnb', '2005']","['Hip-Hop', 'rnb']",hip hop
2005,63,Ying Yang Twins,Wait (The Whisper Song),Wait (The Whisper Song),"['rap', 'Hip-Hop', 'hip hop', 'Dirty South', 'Whisper']","['rap', 'Hip-Hop', 'hip hop']",rap
2005,64,Backstreet Boys,Incomplete,Incomplete,"['pop', 'backstreet boys', 'Ballad', 'boybands', 'rock']","['pop', 'rock']",pop
2005,65,T.I.,Bring em Out,Bring em Out,"['Hip-Hop', 'rap', 'southern rap', 'swizz beatz', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2005,66,Destiny’s Child,Cater 2 U,Cater 2 U,"['rnb', 'destinys child', 'female vocalists', 'soul', 'Love']","['rnb', 'soul']",r&b
2005,67,Amerie,1 Thing,1 Thing,"['rnb', 'female vocalists', 'pop', 'amerie', 'dance']","['rnb', 'pop']",r&b
2005,68,Foo Fighters,Best of You,Best of You,"['rock', 'alternative rock', 'alternative', 'foo fighters', 'Grunge']",['rock'],rock
2005,69,Mariah Carey,It’s Like That,Its Like That,"['rnb', 'its like that', 'female vocalists', 'pop', 'Mariah Carey']","['rnb', 'pop']",r&b
2005,70,Natalie,Goin’ Crazy,Goin Crazy,"['rnb', 'natalie', 'cool music i love', 'hip hop', 'pop']","['rnb', 'hip hop', 'pop']",r&b
2005,71,Carrie Underwood,Inside your Heaven,Inside your Heaven,"['country', 'pop', 'female vocalists', 'Carrie Underwood', 'American Idol']","['country', 'pop']",country
2005,72,Kelly Clarkson,Because of You,Because of You,"['pop', 'Kelly Clarkson', 'female vocalists', 'pop rock', 'rock']","['pop', 'rock']",pop
2005,73,Fantasia,Truth Is,Truth Is,"['fantasia', 'rnb', 'soul', 'female vocalists', 'truth is']","['rnb', 'soul']",r&b
2005,74,Pretty Ricky,Your Body,Your Body,"['rnb', 'Hip-Hop', 'contemporary rnb', 'r&b', 'Favorite']","['rnb', 'Hip-Hop', 'r&b']",r&b
2005,75,Jesse McCartney,Beautiful Soul,Beautiful Soul,"['pop', 'Jesse McCartney', 'beautiful soul', 'teen pop', 'romantic']",['pop'],pop
2005,76,Gwen Stefani,Cool,Cool,"['pop', 'female vocalists', 'gwen stefani', 'rock', 'cool']","['pop', 'rock']",pop
2005,77,Ludacris,Get Back,Get Back,"['rap', 'Hip-Hop', 'Dirty South', 'Ludacris', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2005,78,50 Cent,Outta Control (Remix),Outta Control (Remix),"['Hip-Hop', 'remix', 'chillout', 'hip hop', 'rap']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2005,80,Natasha Bedingfield,These Words,These Words,"['pop', 'female vocalists', 'Natasha Bedingfield', 'british', 'dance']",['pop'],pop
2005,81,The Black Eyed Peas,Don’t Lie,Dont Lie,"['Hip-Hop', 'pop', 'black eyed peas', 'rnb', 'hip hop']","['Hip-Hop', 'pop', 'rnb', 'hip hop']",hip hop
2005,82,Jennifer Lopez,Get Right,Get Right,"['pop', 'dance', 'jennifer lopez', 'rnb', 'Hip-Hop']","['pop', 'rnb', 'Hip-Hop']",pop
2005,83,John Mayer,Daughters,Daughters,"['acoustic', 'john mayer', 'Mellow', 'pop', 'singer-songwriter']",['pop'],pop
2005,84,Toby Keith,As Good as I Once Was,As Good as I Once Was,"['country', 'toby keith', 'drinking', 'american country', 'modern country']",['country'],country
2005,85,Brooke Valentine,Girlfight,Girlfight,"['rnb', 'hip hop', 'Hip-Hop', '2000s', 'rap']","['rnb', 'hip hop', 'Hip-Hop', 'rap']",r&b
2005,86,Destiny’s Child,Lose My Breath,Lose My Breath,"['rnb', 'pop', 'dance', 'female vocalists', 'Hip-Hop']","['rnb', 'pop', 'Hip-Hop']",r&b
2005,87,John Legend,Ordinary People,Ordinary People,"['soul', 'rnb', 'John Legend', 'piano', 'Love']","['soul', 'rnb']",soul
2005,88,Sean Paul,We Be Burnin’,We Be Burnin,"['reggae', 'Hip-Hop', 'chillout', 'dancehall', 'rap']","['reggae', 'Hip-Hop', 'rap']",reggae
2005,89,The Click Five,Just the Girl,Just the Girl,"['pop', 'pop rock', 'rock', 'power pop', 'the click five']","['pop', 'rock']",pop
2005,90,Ryan Cabrera,True,True,"['pop', 'acoustic', 'Love', 'rock', 'american']","['pop', 'rock']",pop
2005,91,Omarion,O,O,"['rnb', 'Omarion - O', 'Omarion', 'male vocalists', 'o']",['rnb'],r&b
2005,92,Mike Jones,Back Then,Back Then,"['rap', 'mike jones', 'Hip-Hop', 'southern rap', 'Gangsta Rap']","['rap', 'Hip-Hop']",rap
2005,93,Jay-Z/Linkin Park,Numb/Encore,Numb/Encore,"['rap', 'rock', 'Linkin Park', 'Hip-Hop', 'alternative']","['rap', 'rock', 'Hip-Hop']",rap
2005,94,Ja Rule,Wonderful,Wonderful,"['rnb', 'Hip-Hop', 'rap', 'Ja Rule', 'wonderful']","['rnb', 'Hip-Hop', 'rap']",r&b
2005,96,Gavin DeGraw,Chariot,Chariot,"['pop', 'singer-songwriter', 'rock', 'Gavin DeGraw', 'alternative']","['pop', 'rock']",pop
2005,97,112,U Already Know,U Already Know,"['rnb', 'sexy', '112', 'jazzyslovedrnbsoul', 'love songs']",['rnb'],r&b
2005,98,Faith Hill,Mississippi Girl,Mississippi Girl,"['country', 'pop', 'female vocalists', 'female', '00s']","['country', 'pop']",country
2005,99,Ludacris,Number One Spot,Number One Spot,"['Hip-Hop', 'rap', 'Ludacris', 'Dirty South', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2006,1,Daniel Powter,Bad Day,Bad Day,"['pop', 'piano', 'singer-songwriter', 'bad day', 'rock']","['pop', 'rock']",pop
2006,2,Sean Paul,Temperature,Temperature,"['reggae', 'dancehall', 'Sean Paul', 'Hip-Hop', 'dance']","['reggae', 'Hip-Hop']",reggae
2006,3,Nelly Furtado,Promiscuous,Promiscuous,"['pop', 'dance', 'female vocalists', 'Hip-Hop', 'rnb']","['pop', 'Hip-Hop', 'rnb']",pop
2006,4,James Blunt,You’re Beautiful,Youre Beautiful,"['pop', 'JAMES BLUNT', 'Love', 'singer-songwriter', 'rock']","['pop', 'rock']",pop
2006,5,Shakira,Hips Don’t Lie,Hips Dont Lie,"['latin', 'pop', 'Energetic', 'happy', 'summer']","['latin', 'pop']",latin
2006,6,Natasha Bedingfield,Unwritten,Unwritten,"['pop', 'female vocalists', 'Natasha Bedingfield', 'british', 'dance']",['pop'],pop
2006,7,Gnarls Barkley,Crazy,Crazy,"['soul', 'funk', 'Hip-Hop', 'crazy', 'pop']","['soul', 'Hip-Hop', 'pop']",soul
2006,8,Chamillionaire,Ridin’,Ridin,"['Hip-Hop', 'rap', 'Dirty South', 'southern rap', 'mainstream']","['Hip-Hop', 'rap']",hip hop
2006,9,Justin Timberlake,Sexyback,Sexyback,"['pop', 'dance', 'sexy', 'Justin Timberlake', 'rnb']","['pop', 'rnb']",pop
2006,10,Beyonce,Check on It,Check on It,"['rnb', 'pop', 'Hip-Hop', 'Soundtrack', 'female vocalists']","['rnb', 'pop', 'Hip-Hop']",r&b
2006,11,Mary J. Blige,Be without You,Be without You,"['rnb', 'soul', 'female vocalists', 'mary j blige', 'Love']","['rnb', 'soul']",r&b
2006,12,Nelly,Grillz,Grillz,"['rap', 'Hip-Hop', 'Nelly', 'hip hop', '00s']","['rap', 'Hip-Hop', 'hip hop']",rap
2006,13,The Fray,Over My Head (Cable Car),Over My Head (Cable Car),"['alternative', 'rock', 'alternative rock', 'piano rock', 'The Fray']",['rock'],rock
2006,14,Cassie,Me & U,Me & U,"['rnb', 'dance', 'cassie', 'pop', 'Hip-Hop']","['rnb', 'pop', 'Hip-Hop']",r&b
2006,15,The Pussycat Dolls,Buttons,Buttons,"['pop', 'dance', 'sexy', 'rnb', 'The Pussycat Dolls']","['pop', 'rnb']",pop
2006,16,Chris Brown,Run It!,Run It!,"['rnb', 'Chris Brown', 'hip hop', 'dance', 'soul']","['rnb', 'hip hop', 'soul']",r&b
2006,17,Ne-Yo,So Sick,So Sick,"['rnb', 'Ne-Yo', 'soul', 'Hip-Hop', 'so sick']","['rnb', 'soul', 'Hip-Hop']",r&b
2006,18,Yung Joc,It’s Goin’ Down,Its Goin Down,"['Hip-Hop', 'hip hop', 'rap', 'Dirty South', 'exercise']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2006,19,Rihanna,SOS,SOS,"['pop', 'rnb', 'dance', 'Rihanna', 'female vocalists']","['pop', 'rnb']",pop
2006,20,Panic! At The Disco,I Write Sins not Tragedies,I Write Sins not Tragedies,"['emo', 'rock', 'alternative', 'PANIC AT THE DISCO', 'indie']","['rock', 'indie']",rock
2006,21,The All-American Rejects,Move Along,Move Along,"['rock', 'alternative', 'pop punk', 'emo', 'alternative rock']",['rock'],rock
2006,22,Fergie,London Bridge,London Bridge,"['pop', 'Hip-Hop', 'Fergie', 'female vocalists', 'rnb']","['pop', 'Hip-Hop', 'rnb']",pop
2006,23,Red Hot Chili Peppers,Dani California,Dani California,"['rock', 'alternative rock', 'alternative', 'Red Hot Chili Peppers', 'funk']",['rock'],rock
2006,24,Lil Jon,Snap Yo Fingers,Snap Yo Fingers,"['Hip-Hop', 'Crunk', 'rap', 'Lil Jon', 'Dirty South']","['Hip-Hop', 'rap']",hip hop
2006,25,Dem Franchize Boyz,"Lean Wit It, Rock Wit It","Lean Wit It, Rock Wit It","['rap', 'Dirty South', 'hip hop', 'snap music', 'Dem Franchize Boys']","['rap', 'hip hop']",rap
2006,26,Rascal Flatts,What Hurts the Most,What Hurts the Most,"['country', 'rascal flatts', 'sad', 'country pop', 'What Hurts The Most']",['country'],country
2006,27,The Fray,How to Save a Life,How to Save a Life,"['alternative', 'rock', 'piano rock', 'indie', 'alternative rock']","['rock', 'indie']",rock
2006,28,Rihanna,Unfaithful,Unfaithful,"['pop', 'Rihanna', 'rnb', 'female vocalists', 'unfaithful']","['pop', 'rnb']",pop
2006,29,Snow Patrol,Chasing Cars,Chasing Cars,"['indie', 'alternative', 'rock', 'indie rock', 'Love']","['indie', 'rock']",indie
2006,30,Hinder,Lips of an Angel,Lips of an Angel,"['rock', 'alternative rock', 'hinder', 'alternative', 'lips of an angel']",['rock'],rock
2006,31,Cascada,Everytime We Touch,Everytime We Touch,"['dance', 'pop', 'techno', 'trance', 'electronic']",['pop'],pop
2006,32,Christina Aguilera,Ain’t no Other Man,Aint no Other Man,"['pop', 'female vocalists', 'Christina Aguilera', 'soul', 'rnb']","['pop', 'soul', 'rnb']",pop
2006,33,Fall Out Boy,"Dance, Dance","Dance, Dance","['rock', 'pop punk', 'emo', 'Fall Out Boy', 'punk']",['rock'],rock
2006,34,Kanye West,Gold Digger,Gold Digger,"['Hip-Hop', 'rap', 'Kanye West', 'hip hop', 'dance']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2006,35,Ludacris,Money Maker,Money Maker,"['rap', 'Hip-Hop', 'Ludacris', 'hip hop', 'Dirty South']","['rap', 'Hip-Hop', 'hip hop']",rap
2006,36,Bubba Sparxxx,Ms. New Booty,Ms. New Booty,"['rap', 'Hip-Hop', 'hip hop', 'dance', 'Guilty Pleasures']","['rap', 'Hip-Hop', 'hip hop']",rap
2006,37,Sean Paul,(When You Gonna) Give It Up To Me,(When You Gonna) Give It Up To Me,"['reggae', 'dance', 'happy', 'Love', 'Energetic']",['reggae'],reggae
2006,38,Nickelback,Photograph,Photograph,"['rock', 'alternative rock', 'nickelback', 'alternative', 'hard rock']",['rock'],rock
2006,39,Kelly Clarkson,Because of You,Because of You,"['pop', 'Kelly Clarkson', 'female vocalists', 'pop rock', 'rock']","['pop', 'rock']",pop
2006,40,The Pussycat Dolls,Stickwitu,Stickwitu,"['pop', 'rnb', 'The Pussycat Dolls', 'Love', 'female vocalists']","['pop', 'rnb']",pop
2006,42,The Black Eyed Peas,My Humps,My Humps,"['Hip-Hop', 'pop', 'dance', 'black eyed peas', 'hip hop']","['Hip-Hop', 'pop', 'hip hop']",hip hop
2006,43,Fort Minor,Where’d You Go,Whered You Go,"['pop', 'rock', 'life', 'school', 'awsome']","['pop', 'rock']",pop
2006,44,Chris Brown,Yo (Excuse Me Miss),Yo (Excuse Me Miss),"['rnb', 'Chris Brown', 'Hip-Hop', 'male vocalist', 'soul']","['rnb', 'Hip-Hop', 'soul']",r&b
2006,45,Kelly Clarkson,Walk Away,Walk Away,"['pop', 'rock', 'pop rock', 'Kelly Clarkson', 'female vocalists']","['pop', 'rock']",pop
2006,46,D4L,Laffy Taffy,Laffy Taffy,"['Hip-Hop', 'rap', '2005', 'snap music', 'D4L']","['Hip-Hop', 'rap']",hip hop
2006,47,T.I.,What you Know,What you Know,"['rap', 'Hip-Hop', 'Dirty South', 'TI', 'southern rap']","['rap', 'Hip-Hop']",rap
2006,48,The All-American Rejects,Dirty Little Secret,Dirty Little Secret,"['rock', 'alternative', 'pop punk', 'punk', 'emo']",['rock'],rock
2006,49,Nickelback,Savin’ Me,Savin Me,"['rock', 'alternative', 'alternative rock', 'sad', 'depressed']",['rock'],rock
2006,50,Mariah Carey,Don’t Forget About Us,Dont Forget About Us,"['pop', 'Hip-Hop', 'chill', 'dance', 'slow']","['pop', 'Hip-Hop']",pop
2006,51,Ne-Yo,Sexy Love,Sexy Love,"['rnb', 'Ne-Yo', 'soul', 'r&b', 'Sexy Love']","['rnb', 'soul', 'r&b']",r&b
2006,52,E-40,U and Dat,U and Dat,"['rap', 'Hip-Hop', 'E-40', 'hip hop', 'female vocalists']","['rap', 'Hip-Hop', 'hip hop']",rap
2006,53,Nickelback,Far Away,Far Away,"['rock', 'alternative rock', 'nickelback', 'alternative', 'Love']",['rock'],rock
2006,54,Nick Lachey,What’s Left of Me,Whats Left of Me,"['pop', 'Ballad', 'male vocalists', 'romantic', 'sad']",['pop'],pop
2006,55,Field Mob,So What,So What,"['Hip-Hop', 'hip hop', 'rap', 'female vocalists', 'so what']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2006,56,Cherish,Do it to It,Do it to It,"['rnb', 'Hip-Hop', 'dance', 'top 40', 'snap music']","['rnb', 'Hip-Hop']",r&b
2006,57,KT Tunstall,Black Horse & the Cherry Tree,Black Horse & the Cherry Tree,"['pop', 'indie', 'female vocalists', 'singer-songwriter', 'pop rock']","['pop', 'indie']",pop
2006,60,Jamie Foxx,Unpredictable,Unpredictable,"['rnb', 'Hip-Hop', 'unpredictable', 'Ludacris', 'contemporary rnb']","['rnb', 'Hip-Hop']",r&b
2006,61,Justin Timberlake,My Love,My Love,"['pop', 'rnb', 'dance', 'Justin Timberlake', 'sexy']","['pop', 'rnb']",pop
2006,62,Eminem,Shake That,Shake That,"['rap', 'hip hop', 'Hip-Hop', '00s', 'dance']","['rap', 'hip hop', 'Hip-Hop']",rap
2006,64,Kelis,Bossy,Bossy,"['rnb', 'Hip-Hop', 'Bossy', 'pop', 'urban']","['rnb', 'Hip-Hop', 'pop']",r&b
2006,65,Jibbs,Chain Hang Low,Chain Hang Low,"['rap', 'Hip-Hop', 'jibbs', 'Crunk', 'Dirty South']","['rap', 'Hip-Hop']",rap
2006,66,Akon,Smack That,Smack That,"['Hip-Hop', 'Akon', 'rap', 'hip hop', 'dance']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2006,67,Ray J,One Wish,One Wish,"['rnb', 'r&b', 'Ray J', 'One wish', 'favorites']","['rnb', 'r&b']",r&b
2006,68,Fall Out Boy,Sugar We’re Goin’ Down,Sugar Were Goin Down,"['rock', 'pop punk', 'alternative', 'emo', 'Fall Out Boy']",['rock'],rock
2006,69,Chris Brown,Gimme That,Gimme That,"['Chris Brown', 'rnb', 'Hip-Hop', 'dance', 'pop']","['rnb', 'Hip-Hop', 'pop']",r&b
2006,70,Yung Joc,I Know You See It,I Know You See It,"['Hip-Hop', 'hip hop', 'rap', 'Yung Joc', 'female vocalists']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2006,72,JoJo,Too Little Too Late,Too Little Too Late,"['pop', 'JoJo', 'female vocalists', 'rnb', 'Too little too late']","['pop', 'rnb']",pop
2006,73,Busta Rhymes,Touch It,Touch It,"['rap', 'Busta Rhymes', 'Hip-Hop', 'hip hop', 'Touch It']","['rap', 'Hip-Hop', 'hip hop']",rap
2006,74,Daddy Yankee,Rompe,Rompe,"['Reggaeton', 'Daddy Yankee', 'Hip-Hop', 'latin', 'rap']","['Hip-Hop', 'latin', 'rap']",hip hop
2006,75,Beyonce,Deja Vu,Deja Vu,"['rnb', 'pop', 'female vocalists', 'beyonce', 'dance']","['rnb', 'pop']",r&b
2006,76,Rascal Flatts,Life is a Highway,Life is a Highway,"['country', 'Soundtrack', 'rock', 'Driving', 'rascal flatts']","['country', 'rock']",country
2006,77,Evanescence,Call me When You’re Sober,Call me When Youre Sober,"['rock', 'Gothic Rock', 'Evanescence', 'female vocalists', 'Gothic']",['rock'],rock
2006,78,Carrie Underwood,"Jesus, take the Wheel","Jesus, take the Wheel","['country', 'Carrie Underwood', 'female vocalists', 'pop', 'American Idol']","['country', 'pop']",country
2006,79,Danity Kane,Show Stopper,Show Stopper,"['Danity Kane', 'pop', 'rnb', 'female vocalists', 'sexy']","['pop', 'rnb']",pop
2006,80,Ciara,Get Up,Get Up,"['rnb', 'dance', 'Hip-Hop', 'Ciara', 'hip hop']","['rnb', 'Hip-Hop', 'hip hop']",r&b
2006,81,Sean Paul,We be Burnin’,We be Burnin,"['reggae', 'Hip-Hop', 'chillout', 'dancehall', 'rap']","['reggae', 'Hip-Hop', 'rap']",reggae
2006,82,Blue October,Hate Me,Hate Me,"['rock', 'alternative', 'alternative rock', 'Blue October', 'emo']",['rock'],rock
2006,83,Lifehouse,You and Me,You and Me,"['alternative', 'rock', 'Lifehouse', 'alternative rock', 'Love']",['rock'],rock
2006,84,The Pussycat Dolls,Beep,Beep,"['pop', 'dance', 'rnb', 'Hip-Hop', 'hip hop']","['pop', 'rnb', 'Hip-Hop', 'hip hop']",pop
2006,85,Dem Franchize Boyz,I Think They Like Me,I Think They Like Me,"['amazing', 'heard on Pandora', 'Hip-Hop', 'hip hop', 'rap']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2006,86,Chris Brown,Say Goodbye,Say Goodbye,"['rnb', 'Chris Brown', 'hip hop', 'say goodbye', 'Love']","['rnb', 'hip hop']",r&b
2006,87,John Mayer,Waiting on the World to Change,Waiting on the World to Change,"['john mayer', 'singer-songwriter', 'acoustic', 'rock', 'pop']","['rock', 'pop']",rock
2006,88,Young Jeezy,Soul Survivor,Soul Survivor,"['rap', 'Hip-Hop', 'hip hop', 'Gangsta Rap', 'soul survivor']","['rap', 'Hip-Hop', 'hip hop']",rap
2006,89,The Black Eyed Peas,Pump It,Pump It,"['Hip-Hop', 'dance', 'pop', 'black eyed peas', 'hip hop']","['Hip-Hop', 'pop', 'hip hop']",hip hop
2006,90,Eminem,When I’m Gone,When Im Gone,"['rap', 'Eminem', 'hip hop', 'american', 'detroit']","['rap', 'hip hop']",rap
2006,91,Madonna,Hung Up,Hung Up,"['dance', 'pop', 'Madonna', 'Disco', 'female vocalists']",['pop'],pop
2006,92,Three 6 Mafia,Stay Fly,Stay Fly,"['rap', 'Hip-Hop', 'three 6 mafia', 'Dirty South', 'stay fly']","['rap', 'Hip-Hop']",rap
2006,93,Keyshia Cole,Love,Love,"['keyshia cole', 'Love', 'rnb', 'soul', 'female vocalists']","['rnb', 'soul']",r&b
2006,94,Ne-Yo,When You’re Mad,When Youre Mad,"['rnb', 'Ne-Yo', 'r&b', 'soul', 'Love']","['rnb', 'r&b', 'soul']",r&b
2006,95,T.I.,Why You Wanna,Why You Wanna,"['rap', 'Hip-Hop', 'hip hop', 'TI', 'Dirty South']","['rap', 'Hip-Hop', 'hip hop']",rap
2006,96,Pink,Stupid Girls,Stupid Girls,"['pop', 'female vocalists', 'pop rock', 'pink', 'rock']","['pop', 'rock']",pop
2006,97,Gorillaz,Feel Good Inc,Feel Good Inc,"['alternative', 'electronic', 'Hip-Hop', 'rock', 'gorillaz']","['Hip-Hop', 'rock']",hip hop
2006,99,Taylor Hicks,Do I Make you Proud,Do I Make you Proud,"['American Idol', 'pop', 'soul', 'pop rock', 'male vocalists']","['pop', 'soul']",pop
2007,1,Beyonce,Irreplaceable,Irreplaceable,"['rnb', 'beyonce', 'pop', 'female vocalists', 'soul']","['rnb', 'pop', 'soul']",r&b
2007,2,Rihanna,Umbrella,Umbrella,"['pop', 'Rihanna', 'rnb', 'female vocalists', 'dance']","['pop', 'rnb']",pop
2007,3,Gwen Stefani,The Sweet Escape,The Sweet Escape,"['pop', 'female vocalists', 'gwen stefani', 'dance', 'rnb']","['pop', 'rnb']",pop
2007,4,Fergie,Big Girls Don’t Cry,Big Girls Dont Cry,"['pop', 'female vocalists', 'Fergie', 'Love', 'sexy']",['pop'],pop
2007,6,Carrie Underwood,Before He Cheats,Before He Cheats,"['country', 'Carrie Underwood', 'female vocalists', 'pop', 'American Idol']","['country', 'pop']",country
2007,8,Akon,I Wanna Love You,I Wanna Love You,"['Hip-Hop', 'rnb', 'Akon', 'rap', 'hip hop']","['Hip-Hop', 'rnb', 'rap', 'hip hop']",hip hop
2007,9,Nelly Furtado,Say It Right,Say It Right,"['pop', 'female vocalists', 'Nelly Furtado', 'rnb', 'dance']","['pop', 'rnb']",pop
2007,10,Fergie,Glamorous,Glamorous,"['pop', 'rnb', 'dance', 'Fergie', 'Hip-Hop']","['pop', 'rnb', 'Hip-Hop']",pop
2007,11,Akon,Don’t Matter,Dont Matter,"['pop', 'Hip-Hop', 'top 40', 'lets dance', 'special']","['pop', 'Hip-Hop']",pop
